Source ,Title,Talks about LLMs,Rate,Evidence
ArXiv2024,How well can large language models explain business processes?,Yes.,5,"""Since the use of LLMs for SAX is also accompanied by a certain degree of doubt related to its capacity to adequately fulfill SAX along with its tendency for hallucination and lack of inherent capacity to reason."""
ArXiv2024,KVQuant: Towards 10 Million Context Length LLM Inference with KV Cache Quantization,Yes.,1,"""LLMs are seeing growing use for applications such as document analysis and summarization which require large context windows."""
ArXiv2024,QACP: An Annotated Question Answering Dataset for Assisting Chinese Python Programming Learners,Yes.,2,"""highlighting the potential limitations of general LLMs as intelligent teaching assistants in computer programming courses."""
ArXiv2024,Temporal Insight Enhancement: Mitigating Temporal Hallucination in Multimodal Large Language Models,Yes.,5,"""a critical challenge faced by these models, especially when processing video inputs, is the occurrence of hallucinations - erroneous perceptions or interpretations, particularly at the event level."""
ArXiv2024,Large Language Models for Mathematical Reasoning: Progresses and Challenges,Yes.,4,"""an overview of factors and concerns affecting LLMs in solving math"" and ""an elucidation of the persisting challenges within this domain."""
ArXiv2024,Navigating Uncertainty: Optimizing API Dependency for Hallucination Reduction in Closed-Book Question Answering,Yes.,5,"""While Large Language Models (LLM) are able to accumulate and restore knowledge, they are still prone to hallucination. Especially when faced with factual questions, LLM cannot only rely on knowledge stored in parameters to guarantee truthful and correct answers."""
ArXiv2024,Scientific Large Language Models: A Survey on Biological & Chemical Domains,Yes.,2,"""Finally, we critically examine the prevailing challenges and point out promising research directions along with the advances of LLMs."""
ArXiv2024,Bridging Research and Readers: A Multi-Modal Automated Academic Papers Interpretation System,Yes.,3,"""prevailing models, both commercial and open-source, confront notable challenges"
ArXiv2024,Seven Failure Points When Engineering a Retrieval Augmented Generation System,Yes.,4,"""RAG systems aim to"
ArXiv2024,Introducing Bode: A Fine-Tuned Large Language Model for Portuguese Prompt-Based Task,Yes.,3,"""LLMs trained on multilingual datasets normally struggle to respond to prompts in Portuguese satisfactorily, presenting, for example, code switching in their responses."""
ArXiv2024,Fine-tuning and Utilization Methods of Domain-specific LLMs,Yes.,2,"""The study explores the potential of LLMs in the financial domain, identifies limitations, and proposes directions for improvement."""
ArXiv2024,Advancing Large Multi-modal Models with Explicit Chain-of-Reasoning and Visual Question Generation,Yes.,1,"""This paper presents a novel approach to imbue an LMM with the ability to conduct explicit reasoning based on visual content and textual instructions."""
ArXiv2024,LLMs for Robotic Object Disambiguation,Yes.,5,"""Despite multiple query attempts with zero-shot prompt engineering (details can be found in the Appendix), the LLM struggled to inquire about features not explicitly provided in the scene description."""
ArXiv2024,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,Yes.,5,"""Through extensive quantitative and qualitative analysis, we identify several limitations of text-only LLM agents, and reveal gaps in the capabilities of state-of-the-art multimodal language agents."""
ArXiv2024,Quantized Side Tuning: Fast and Memory-Efficient Tuning of Quantized Large Language Models,Yes.,1,"""Existing approaches to finetuning an LLM either focus on parameter-efficient finetuning, which only updates a small number of trainable parameters, or attempt to reduce the memory footprint during the training phase of the finetuning."""
ArXiv2024,DocFinQA: A Long-Context Financial Reasoning Dataset,Yes.,5,"""DocFinQA proves a significant challenge for even state-of-the-art systems. We also provide a case-study on the longest documents in DocFinQA and find that models particularly struggle on these documents."""
ArXiv2024,Combining Confidence Elicitation and Sample-based Methods for Uncertainty Quantification in Misinformation Mitigation,Yes.,5,"""existing approaches struggle with hallucinations and overconfident predictions."""
ArXiv2024,CMMMU: A Chinese Massive Multi-discipline Multimodal Understanding Benchmark,Yes.,1,"""We evaluate 11 open-source LLMs and one proprietary GPT-4V(ision). Even GPT-4V only achieves accuracies of 42%, indicating a large space for improvement."""
ArXiv2024,Prompting open-source and commercial language models for grammatical error correction of English learner text,Yes.,3,"""Our results indicate that LLMs do not always outperform supervised English GEC models except in specific contexts"" and ""We find that several open-source models outperform commercial ones on minimal edit benchmarks, and that in some settings zero-shot prompting is just as competitive as few-shot prompting."""
ArXiv2024,FinSQL: Model-Agnostic LLMs-based Text-to-SQL Framework for Financial Analysis,Yes.,1,"""propose a model-agnostic Large Language Model (LLMs)-based Text-to-SQL framework for financial analysis."""
ArXiv2024,Evaluating Large Language Models on the GMAT: Implications for the Future of Business Education,Yes.,2,"""While AI's promise in education, assessment, and tutoring is clear, challenges remain."""
ArXiv2024,Divide and Conquer: Language Models can Plan and Self-Correct for Compositional Text-to-Image Generation,Yes.,1,"""Despite significant advancements in text-to-image models for generating high-quality images, these methods still struggle to ensure the controllability of text prompts over images in the context of complex text prompts, especially when it comes to retaining object attributes and relationships."""
ArXiv2024,Are self-explanations from Large Language Models faithful?,Yes.,5,"""convincing and wrong self-explanations can lead to unsupported confidence in LLMs, thus increasing risk"" and ""showing self-explanations should not be trusted in general."""
ArXiv2024,MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for Multi-Hop Queries,Yes.,4,"""However, we find that existing RAG systems are inadequate in answering multi-hop queries, which require retrieving and reasoning over multiple pieces of supporting evidence."""
ArXiv2024,Zero-Shot RTL Code Generation with Attention Sink Augmented Large Language Models,Yes.,1,"""This paper discusses the possibility of exploiting large language models to streamline the code generation process in hardware design."""
ArXiv2024,Tuning Language Models by Proxy,Yes.,2,"""tuning these models has become increasingly resource-intensive, or impossible when model weights are private."""
ArXiv2024,CMMU: A Benchmark for Chinese Multi-modal Multi-type Question Understanding and Reasoning,Yes.,4,"""However, the mastery of domain-specific knowledge, which is essential for evaluating the intelligence of MLLMs, continues to be a challenge."" and ""The results demonstrate that CMMU poses a significant challenge to the recent MLLMs."""
ArXiv2024,JumpCoder: Go Beyond Autoregressive Coder via Online Modification,Yes.,5,"""While existing code large language models (code LLMs) exhibit impressive capabilities in code generation, their autoregressive sequential generation inherently lacks reversibility. This limitation hinders them from timely correcting previous missing statements during coding as humans do, often leading to error propagation and suboptimal performance."""
ArXiv2024,"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",Yes.,2,"""the potential misuse of this intelligence for malicious purposes presents significant risks."""
ArXiv2024,"Personal LLM Agents: Insights and Survey about the Capability, Efficiency and Security",Yes.,3,"""Next, we discuss several key challenges to achieve intelligent, efficient and secure Personal LLM Agents, followed by a comprehensive survey of representative solutions to address these challenges."""
ArXiv2024,General Flow as Foundation Affordance for Scalable Robot Learning,Yes.,1,"""Inspired by the success of large-scale auto-regressive prediction in Large Language Models (LLMs), we hold the belief that identifying an appropriate prediction target capable of leveraging large-scale datasets is crucial for achieving efficient and universal learning."""
ArXiv2024,L-AutoDA: Leveraging Large Language Models for Automated Decision-based Adversarial Attacks,Yes.,1,"""This work introduces L-AutoDA (Large Language Model-based Automated Decision-based Adversarial Attacks), a novel approach leveraging the generative capabilities of Large Language Models (LLMs) to automate the design of these attacks."""
ArXiv2024,Assistive Large Language Model Agents for Socially-Aware Negotiation Dialogues,Yes.,1,"""To address this limitation, we introduce a value impact based In-Context Learning (ICL) method to identify high-quality ICL examples for the LLM-based remediation agents."""
ArXiv2024,Pre-trained Large Language Models for Financial Sentiment Analysis,Yes.,1,"""In this paper, we focus on the classification of financial news title, which is a challenging task due to a lack of large amount of training samples. To overcome this difficulty, we propose to adapt the pretrained large language models (LLMs) [1, 2, 3] to solve this problem."""
ArXiv2024,LightHouse: A Survey of AGI Hallucination,Yes.,4,"""numerous studies indicate that hallucinations within these large models are a bottleneck hindering the development of AI research"" and ""Previous explorations have been conducted in researching hallucinations within LLMs (Large Language Models)."""
ArXiv2024,A Vision Check-up for Language Models,Yes.,1,"""Although LLM-generated images do not look like natural images, results on image generation and the ability of models to correct these generated images indicate that precise modeling of strings can teach language models about numerous aspects of the visual world."""
ArXiv2024,Mementos: A Comprehensive Benchmark for Multimodal Large Language Model Reasoning over Image Sequences,Yes.,5,"""we find that they struggle to accurately describe dynamic information about given image sequences, often leading to hallucinations/misrepresentations of objects and their corresponding behaviors."""
ArXiv2024,Health-LLM: Large Language Models for Health Prediction via Wearable Sensor Data,Yes.,2,"""Large language models (LLMs) are capable of many natural language tasks, yet they are far from perfect."""
ArXiv2024,Improving Domain Adaptation through Extended-Text Reading Comprehension,Yes.,3,"""regex-based patterns are incapable of parsing raw corpora using domain-specific knowledge. Furthermore, the question and answer pairs are extracted directly from the corpus in predefined formats offers limited context."""
ArXiv2024,Sketch-Guided Constrained Decoding for Boosting Blackbox Large Language Models without Logit Access,Yes.,3,"""Its application is, however, typically restricted to models that give users access to next-token distributions (usually via softmax logits), which poses a limitation with blackbox large language models (LLMs)."""
ArXiv2024,Compensatory Biases Under Cognitive Load: Reducing Selection Bias in Large Language Models,Yes.,5,"""Unfortunately, these models' inherent biases, akin to human cognitive biases, adversely affect their performance."" and ""This research critically examines these biases and quantifies the effects on a representative list selection task."""
ArXiv2024,"Blending Is All You Need: Cheaper, Better Alternative to Trillion-Parameters LLM",Yes.,3,"""While these expansive models tend to generate increasingly better chat responses, they demand significant computational resources and memory."""
ArXiv2024,A match made in consistency heaven: when large language models meet evolutionary algorithms,Yes.,1,"""Based on this consistency perspective, existing coupling studies are analyzed, including evolutionary fine-tuning and LLM-enhanced EAs. Leveraging these insights, we outline a fundamental roadmap for future research in coupling LLMs and EAs, while highlighting key challenges along the way."""
ArXiv2024,Towards Goal-oriented Large Language Model Prompting: A Survey,Yes.,2,"""highlight the limitation of designing prompts while holding an anthropomorphic assumption that expects LLMs to think like humans."""
ArXiv2024,Mutual Enhancement of Large Language and Reinforcement Learning Models through Bi-Directional Feedback Mechanisms: A Case Study,Yes.,2,"""However, the problems of LLMs and RL model collaboration still need to be solved."""
ArXiv2024,Integration of Large Language Models in Control of EHD Pumps for Precise Color Synthesis,Yes.,2,"""While highlighting the limitations and the need for real-world testing, this study opens new avenues for AI applications in physical system control and sets a foundation for future advancements in AI-driven automation technologies."""
ArXiv2024,AntEval: Evaluation of Social Interaction Competencies in LLM-Driven Agents,Yes.,3,"""However, their capability in handling complex, multi-character social interactions has yet to be fully explored, primarily due to the absence of robust, quantitative evaluation methods."""
ArXiv2024,Adaptive Text Watermark for Large Language Models,Yes.,2,"""it is challenging to generate high-quality watermarked text while maintaining strong security, robustness, and the ability to detect watermarks without prior knowledge of the prompt or model."""
ArXiv2024,EAGLE: Speculative Sampling Requires Rethinking Feature Uncertainty,Yes.,3,"""the inherent uncertainty in feature (second-to-top-layer) level autoregression constrains its performance."""
ArXiv2024,Contrastive Preference Optimization: Pushing the Boundaries of LLM Performance in Machine Translation,Yes.,3,"""even the top-performing 13B LLM-based translation models, like ALMA, does not match the performance of state-of-the-art conventional encoder-decoder translation models or larger-scale LLMs such as GPT-4."" and ""we first assess the shortcomings of supervised fine-tuning for LLMs in the MT task, emphasizing the quality issues present in the reference data,"
ArXiv2024,MouSi: Poly-Visual-Expert Vision-Language Models,Yes.,4,"""Current large vision-language models (VLMs) often encounter challenges such as insufficient capabilities of a single visual component and excessively long visual tokens. These issues can limit the model's effectiveness in accurately interpreting complex visual information and over-lengthy contextual information."""
ArXiv2024,Identifying and Analyzing Task-Encoding Tokens in Large Language Models,Yes.,3,"""unexpectedly large changes in performance can arise from small changes in the prompt, leaving prompt design a largely empirical endeavour."""
ArXiv2024,Code-Aware Prompting: A study of Coverage Guided Test Generation in Regression Setting using LLM,Yes.,3,"""LLM-generated testsuites still suffer from low coverage."""
ArXiv2024,ReGAL: Refactoring Programs to Discover Generalizable Abstractions,Yes.,3,"""While large language models (LLMs) are increasingly being used for program synthesis, they lack the global view needed to develop useful abstractions; they generally predict programs one at a time, often repeating the same functionality."""
ArXiv2024,Why Solving Multi-agent Path Finding with Large Language Model has not Succeeded Yet,Yes.,5,"""We present our position on why directly solving MAPF with LLMs has not been successful yet, and we use various experiments to support our hypothesis."""
ArXiv2024,Empathy and the Right to Be an Exception: What LLMs Can and Cannot Do,Yes.,5,"""We ask whether LLMs' inability to empathize precludes them from honoring an individual's right to be an exception,"" and ""Can LLMs seriously consider an individual's claim that their case is different based on internal mental states like beliefs, desires, and intentions, or are they limited to judging that case based on its similarities to others?"""
ArXiv2024,Eyes Wide Shut? Exploring the Visual Shortcomings of Multimodal LLMs,Yes.,5,"""Our research reveals that the visual capabilities in recent multimodal LLMs (MLLMs) still exhibit systematic shortcomings,"" and ""MMVP exposes areas where state-of-the-art systems, including GPT-4V, struggle with straightforward questions across nine basic visual patterns, often providing incorrect answers and hallucinated explanations."""
ArXiv2024,"Generative AI in EU Law: Liability, Privacy, Intellectual Property, and Cybersecurity",Yes.,3,"""the complexity and emergent autonomy of these models introduce challenges in predictability and legal compliance"" and ""The paper identifies potential gaps and shortcomings in the legislative framework."""
ArXiv2024,ANGO: A Next-Level Evaluation Benchmark For Generation-Oriented Language Models In Chinese Domain,Yes.,1,"""Recently, various Large Language Models (LLMs) evaluation datasets have emerged, but most of them have issues with distorted rankings and difficulty in model capabilities analysis."""
ArXiv2024,Detecting mental disorder on social media: a ChatGPT-augmented explainable approach,Yes.,1,"""This paper addresses the challenge of interpretable depression detection by proposing a novel methodology that effectively combines Large Language Models (LLMs) with eXplainable Artificial Intelligence (XAI) and conversational agents like ChatGPT."""
ArXiv2024,"The Stronger the Diffusion Model, the Easier the Backdoor: Data Poisoning to Induce Copyright Breaches Without Adjusting Finetuning Pipeline",Yes.,1,"""This data, comprising poisoning images equipped with prompts, is generated by leveraging the powerful capabilities of multimodal large language models and text-guided image inpainting techniques."""
ArXiv2024,APT: Adaptive Pruning and Tuning Pretrained Language Models for Efficient Training and Inference,Yes.,2,"""Fine-tuning and inference with large Language Models (LM) are generally known to be expensive."""
ArXiv2024,PACE: A Pragmatic Agent for Enhancing Communication Efficiency Using Large Language Models,Yes.,1,"""This paper proposes an image pragmatic communication framework based on a Pragmatic Agent for Communication Efficiency (PACE) using Large Language Models (LLM)."""
ArXiv2024,AboutMe: Using Self-Descriptions in Webpages to Document the Effects of English Pretraining Data Filters,Yes.,3,"""decisions around what data is retained or removed during this initial stage is under-scrutinized"" and ""we conduct the first study investigating how ten 'quality' and English language identification (langID) filters affect webpages that vary along these social dimensions."""
ArXiv2024,Metacognition is all you need? Using Introspection in Generative Agents to Improve Goal-directed Behavior,Yes.,3,"""Recent advances in Large Language Models (LLMs) have shown impressive capabilities in various applications, yet LLMs face challenges such as limited context windows and difficulties in generalization."""
ArXiv2024,"Mastering Text-to-Image Diffusion: Recaptioning, Planning, and Generating with Multimodal LLMs",Yes.,3,"""existing methods often face challenges when handling complex text prompts that involve multiple objects with multiple attributes and relationships."""
ArXiv2024,Transformers and Cortical Waves: Encoders for Pulling In Context Across Time,Yes.,1,"""The capabilities of transformer networks such as ChatGPT and other Large Language Models (LLMs) have captured the world's attention."""
ArXiv2024,δ-CAUSAL: Exploring Defeasibility in Causal Reasoning,Yes.,2,"""We further demonstrate even Large Language Models (LLMs) like GPT-3.5 still lag 4.5 and 10.7 points behind humans in generating supporters and defeaters, emphasizing the challenge posed by {\delta}-CAUSAL."""
ArXiv2024,Arrows of Time for Large Language Models,Yes.,3,"""We empirically find a time asymmetry exhibited by such models in their ability to model natural language"
ArXiv2024,Equipping Language Models with Tool Use Capability for Tabular Data Analysis in Finance,Yes.,5,"""Large language models (LLMs) have exhibited an array of reasoning capabilities but face challenges like error propagation and hallucination, particularly in specialised areas like finance, where data is heterogeneous, and precision is paramount."""
ArXiv2024,Leveraging Print Debugging to Improve Code Generation in Large Language Models,Yes.,3,"""Large language models (LLMs) have made significant progress in code generation tasks, but their performance in tackling programming problems with complex data structures and algorithms remains suboptimal."""
ArXiv2024,Under the Surface: Tracking the Artifactuality of LLM-Generated Data,Yes.,5,"""This paper reveals significant hidden disparities, especially in complex tasks where LLMs often miss the nuanced understanding of intrinsic human-generated content,"" and ""It highlights the LLMs' shortcomings in replicating human traits and behaviors, underscoring the importance of addressing biases and artifacts produced in LLM-generated content for future research and development."""
ArXiv2024,Evaluation of General Large Language Models in Contextually Assessing Semantic Concepts Extracted from Adult Critical Care Electronic Health Record Notes,Yes.,2,"""However, their performance in actual clinical applications has been underexplored."" and ""This gap highlights the need for more in-depth and practical assessments of LLMs in real-world healthcare settings."""
ArXiv2024,"Improving Classification Performance With Human Feedback: Label a few, we label the rest",Yes.,1,"""By employing Large Language Models (LLMs) such as GPT-3.5, BERT, and SetFit, we aim to analyze the efficacy of using a limited number of labeled examples to substantially improve model accuracy."""
ArXiv2024,Entity Recognition from Colloquial Text,Yes.,3,"""Despite the recent advances in training large language models for a variety of natural language processing tasks, the developed models and techniques have mainly focused on formal texts and do not perform as well on colloquial data, which is characterized by a number of distinct challenges."""
ArXiv2024,Generalist embedding models are better at short-context clinical semantic search than specialized embedding models,Yes.,4,"""Their use in this highly critical and sensitive domain has thus raised important questions about their robustness, especially in response to variations in input, and the reliability of the generated outputs."" and ""The highlighted problem of specialized models may be due to the fact that they have not been trained on sufficient data, and in particular on datasets that are not diverse enough to have a reliable global language understanding,"
ArXiv2024,"Exploring Large Language Model based Intelligent Agents: Definitions, Methods, and Prospects",Yes.,1,"""Benefiting from recent progress in large language models (LLMs), LLM-based agents that use universal natural language as an interface exhibit robust generalization capabilities across various applications."""
ArXiv2024,Code Prompting Elicits Conditional Reasoning Abilities in Text+Code LLMs,Yes.,1,"""Recent prompting techniques, such as chain of thought, have consistently improved LLMs' performance on various reasoning tasks. Nevertheless, there is still little understanding of what triggers reasoning abilities in LLMs in the inference stage."""
ArXiv2024,LongAlign: A Recipe for Long Context Alignment of Large Language Models,Yes.,5,"""Extending large language models to effectively handle long contexts requires instruction fine-tuning on input sequences of similar length."""
ArXiv2024,CodeAid: Evaluating a Classroom Deployment of an LLM-based Programming Assistant that Balances Student and Educator Needs,Yes.,3,"""LLM-powered tools like ChatGPT offer instant support, but reveal direct answers with code, which may hinder deep conceptual engagement."""
ArXiv2024,A Study on Training and Developing Large Language Models for Behavior Tree Generation,Yes.,1,"""we propose a novel methodology that leverages the robust representation and reasoning abilities of LLMs."""
ArXiv2024,Benchmarking Large Language Models on Controllable Generation under Diversified Instructions,Yes.,5,"""revealing their limitations in following instructions with specific constraints and there is still a significant gap between open-source and commercial closed-source LLMs."""
ArXiv2024,An Example of Evolutionary Computation + Large Language Model Beating Human: Design of Efficient Guided Local Search,Yes.,1,"""AEL combines the power of a large language model and the paradigm of evolutionary computation to design, combine, and modify algorithms automatically."""
ArXiv2024,Gender Bias in Machine Translation and The Era of Large Language Models,Yes.,4,"""The findings emphasize the ongoing need for advancements in mitigating bias in Machine Translation systems and underscore the importance of fostering fairness and inclusivity in language technologies."""
ArXiv2024,Pheme: Efficient and Conversational Speech Generation,,,
ArXiv2024,Signed-Prompt: A New Approach to Prevent Prompt Injection Attacks Against LLM-Integrated Applications,Yes.,4,"""The critical challenge of prompt injection attacks in Large Language Models (LLMs) integrated applications, a growing concern in the Artificial Intelligence (AI) field. Such attacks, which manipulate LLMs through natural language inputs, pose a significant threat to the security of these applications. Traditional defense strategies, including output and input filtering, as well as delimiter use, have proven inadequate."""
ArXiv2024,Multilingual Instruction Tuning With Just a Pinch of Multilinguality,Yes.,1,"""As instruction-tuned large language models (LLMs) gain global adoption, their ability to follow instructions in multiple languages becomes increasingly crucial."""
ArXiv2024,Leveraging Large Language Models for NLG Evaluation: A Survey,Yes.,4,"""Our detailed exploration includes critically assessing various LLM-based methodologies, as well as comparing their strengths and limitations in evaluating NLG outputs. By discussing unresolved challenges, including bias, robustness, domain-specificity, and unified evaluation, this survey seeks to offer insights to researchers and advocate for fairer and more advanced NLG evaluation techniques."""
ArXiv2024,Prompting Large Vision-Language Models for Compositional Reasoning,Yes.,5,"""However, these embedding-based models still face challenges in effectively matching images and texts with similar visio-linguistic compositionality, as evidenced by their performance on the recent Winoground dataset."" and ""this limitation stems from two factors"
ArXiv2024,Empirical Study of Large Language Models as Automated Essay Scoring Tools in English Composition__Taking TOEFL Independent Writing Task for Example,Yes.,3,"""The primary objective is to assess the capabilities and constraints of ChatGPT, a prominent representative of large language models, within the context of automated essay scoring."""
ArXiv2024,DiffusionGPT: LLM-Driven Text-to-Image Generation System,Yes.,1,"""However, a major challenge persists in current text-to-image systems are often unable to handle diverse inputs, or are limited to single model results."""
ArXiv2024,INACIA: Integrating Large Language Models in Brazilian Audit Courts: Opportunities and Challenges,Yes.,3,"""These results underscore INACIA's potential in complex legal task handling while also acknowledging the current limitations."""
ArXiv2024,Cross-lingual Editing in Multilingual Language Models,Yes.,3,"""The results reveal notable performance limitations of state-of-the-art METs under the XME setting, mainly when the languages involved belong to two distinct script families."""
ArXiv2024,MT-Eval: A Multi-Turn Capabilities Evaluation Benchmark for Large Language Models,Yes.,5,"""We observe significant performance degradation in multi-turn settings compared to single-turn settings in most models, which is not correlated with the models' fundamental capabilities. Moreover, we identify the distance to relevant content and susceptibility to error propagation as the key factors influencing multi-turn performance."""
ArXiv2024,Scaling Sparse Fine-Tuning to Large Language Models,Yes.,3,"""Large Language Models (LLMs) are difficult to fully fine-tune (e.g., with instructions or human feedback) due to their sheer number of parameters."" and ""their memory requirements increase proportionally to the size of the LLMs."""
ArXiv2024,Wordflow: Social Prompt Engineering for Large Language Models,Yes.,1,"""Large language models (LLMs) require well-crafted prompts for effective use."""
ArXiv2024,OOP: Object-Oriented Programming Evaluation Benchmark for Large Language Models,Yes.,5,"""The poor performance of all advanced LLMs on our OOP benchmark highlights a critical need for improvements in this field."""
ArXiv2024,Consolidating Trees of Robotic Plans Generated Using Large Language Models to Improve Reliability,Yes.,5,"""LLMs have been used to generate task plans, but they are unreliable and may contain wrong, questionable, or high-cost steps."""
ArXiv2024,De-identification is not always enough,Yes.,3,"""We observed that when synthetically generated notes closely match the performance of real data, they also exhibit similar privacy concerns to the real data."""
ArXiv2024,Transformers are Multi-State RNNs,Yes.,3,"""They also lay out the option of mitigating one of their most painful computational bottlenecks - the size of their cache memory."""
ArXiv2024,DevEval: Evaluating Code Generation in Practical Software Projects,Yes.,3,"""Many benchmarks have been proposed but are inconsistent with practical software projects, e.g., unreal program distributions, insufficient dependencies, and small-scale project contexts."""
ArXiv2024,Question Translation Training for Better Multilingual Reasoning,Yes.,3,"""Large language models show compelling performance on reasoning tasks but they tend to perform much worse in languages other than English. This is unsurprising given that their training data largely consists of English text and instructions."""
ArXiv2024,ZS4C: Zero-Shot Synthesis of Compilable Code for Incomplete Code Snippets using ChatGPT,Yes.,1,"""To address this problem, we propose ZS4C, a lightweight approach to perform zero-shot synthesis of compilable code from incomplete code snippets using Large Language Model (LLM)."""
ArXiv2024,From Prompt Engineering to Prompt Science With Human in the Loop,Yes.,5,"""we need to be concerned about how it may affect that research, its findings, or any future works based on that research,"" and ""they are often focused more on achieving desirable outcomes rather than producing replicable and generalizable knowledge with sufficient transparency, objectivity, or rigor."""
ArXiv2024,When Large Language Models Meet Vector Databases: A Survey,Yes.,5,"""With the proliferation of LLMs comes a host of challenges, including hallucinations, outdated knowledge, prohibitive commercial application costs, and memory issues."""
ArXiv2024,"When Large Language Model Agents Meet 6G Networks: Perception, Grounding, and Alignment",Yes.,2,"""Nevertheless, the limited capacity of mobile devices constrains the effectiveness of deploying and executing local LLMs, which necessitates offloading complex tasks to global LLMs running on edge servers during long-horizon interactions."""
ArXiv2024,OpenMoE: An Early Effort on Open Mixture-of-Experts Language Models,Yes.,5,"""This imperfect routing can result in performance degradation, particularly in sequential tasks like multi-turn conversations, where tokens appearing later in a sequence are more likely to be dropped."""
ArXiv2024,Predicting challenge moments from students' discourse: A comparison of GPT-4 to two traditional natural language processing approaches,Yes.,5,"""although LLMs provide many advantages, they are unlikely to be the panacea to issues of the detection and feedback provision of socially shared regulation of learning due to their lack of reliability, as well as issues of validity evaluation, privacy and confabulation."""
ArXiv2024,Prompt4Vis: Prompting Large Language Models with Example Mining and Schema Filtering for Tabular Data Visualization,Yes.,1,"""Large language models (LLMs) such as ChatGPT and GPT-4, have established new benchmarks in a variety of NLP tasks, fundamentally altering the landscape of the field."""
ArXiv2024,InfoLossQA: Characterizing and Recovering Information Loss in Text Simplification,Yes.,5,"""our expert evaluation reveals that models struggle to reliably identify information loss and applying similar standards as humans at what constitutes information loss."""
ArXiv2024,ICE-GRT: Instruction Context Enhancement by Generative Reinforcement based Transformers,Yes.,5,"""The emergence of Large Language Models (LLMs) such as ChatGPT and LLaMA encounter limitations in domain-specific tasks, with these models often lacking depth and accuracy in specialized areas, and exhibiting a decrease in general capabilities when fine-tuned, particularly analysis ability in small sized models."""
ArXiv2024,Agent Alignment in Evolving Social Norms,Yes.,2,"""The current alignment of AI systems primarily focuses on passively aligning LLMs through human intervention. However, agents possess characteristics like receiving environmental feedback and self-evolution, rendering the LLM alignment methods inadequate."""
ArXiv2024,Security and Privacy Challenges of Large Language Models: A Survey,Yes.,5,"""While offering significant advantages, these models are also vulnerable to security and privacy attacks, such as jailbreaking attacks, data poisoning attacks, and Personally Identifiable Information (PII) leakage attacks."""
ArXiv2024,Hallucination Benchmark in Medical Visual Question Answering,Yes.,5,"""these models are not extensively tested on the hallucination phenomenon in clinical settings"" and ""The study provides an in-depth analysis of current models' limitations."""
ArXiv2024,Enhancing Recommendation Diversity by Re-ranking with Large Language Models,Yes.,2,"""We find that LLM-based re-ranking outperforms random re-ranking across all the metrics that we use but does not perform as well as the traditional re-ranking methods."""
ArXiv2024,Breaking Free Transformer Models: Task-specific Context Attribution Promises Improved Generalizability Without Fine-tuning Pre-trained LLMs,Yes.,2,"""Fine-tuning large pre-trained language models (LLMs) on particular datasets is a commonly employed strategy in Natural Language Processing (NLP) classification tasks. However, this approach usually results in a loss of models generalizability."""
ArXiv2024,Knowledge Verification to Nip Hallucination in the Bud,Yes.,5,"""they may still generate responses that sound plausible but contradict factual knowledge, a phenomenon known as hallucination."""
ArXiv2024,"Tuning LLMs with Contrastive Alignment Instructions for Machine Translation in Unseen, Low-resource Languages",Yes.,2,"""One is the expansion of supported languages to previously unseen ones. The second relates to the lack of data in low-resource languages."" and ""MTInstruct is limited by weak cross-lingual signals inherent in the second challenge."""
ArXiv2024,LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning,Yes.,3,"""recent attempts to use LLMs for vulnerability detection are still preliminary, as they lack an in-depth understanding of a subject LLM's vulnerability reasoning capability -- whether it originates from the model itself or from external assistance, such as invoking tool support and retrieving vulnerability knowledge."""
ArXiv2024,DCR-Consistency: Divide-Conquer-Reasoning for Consistency Evaluation and Improvement of Large Language Models,Yes.,3,"""Traditional evaluation methods, such as ROUGE and BERTScore, which measure token similarity, often fail to capture the holistic semantic equivalence. This results in a low correlation with human judgments and intuition, which is especially problematic in high-stakes applications like healthcare and finance where reliability, safety, and robust decision-making are highly critical."""
ArXiv2024,Evaluation of LLM Chatbots for OSINT-based Cyber Threat Awareness,Yes.,5,"""However, concerning cybersecurity entity recognition, all evaluated chatbots have limitations and are less effective."" and ""Our results shed light on the limitations of the LLM chatbots when compared to specialized models."""
ArXiv2024,Informed AI Regulation: Comparing the Ethical Frameworks of Leading LLM Chatbots Using an Ethics-Based Audit to Assess Moral Reasoning and Normative Values,Yes.,4,"""troubling findings include underlying normative frameworks with clear bias towards particular cultural norms. Many models also exhibit disturbing authoritarian tendencies."""
ArXiv2024,Towards Optimizing the Costs of LLM Usage,Yes.,2,"""enterprises are already incurring huge costs of operating or using LLMs for their respective use cases."""
ArXiv2024,Chain-of-Table: Evolving Tables in the Reasoning Chain for Table Understanding,,,
ArXiv2024,Machine Translation Meta Evaluation through Translation Accuracy Challenge Sets,Yes.,3,"""We also investigate claims that Large Language Models (LLMs) are effective as MT evaluators by evaluating on ACES. Our results demonstrate that different metric families struggle with different phenomena and that LLM-based methods fail to demonstrate reliable performance."""
