title,Mentions LLM Limitations
Understand Legal Documents with Contextualized Large Language Models,no
Fundamentals of Generative Large Language Models and Perspectives in Cyber-Defense,yes
Motion Matters: Neural Motion Transfer for Better Camera Physiological Measurement,no
Large Language Models Can Be Used to Estimate the Latent Positions of Politicians,yes
Is BERT Blind? Exploring the Effect of Vision-and-Language Pretraining on Visual Language Understanding,no
cTBLS: Augmenting Large Language Models with Conversational Tables,yes
Logical Reasoning over Natural Language as Knowledge Representation: A Survey,yes
Artificial muses: Generative Artificial Intelligence Chatbots Have Risen to Human-Level Creativity,no
TIFA: Accurate and Interpretable Text-to-Image Faithfulness Evaluation with Question Answering,yes
ChatGPT and a New Academic Reality: Artificial Intelligence-Written Research Papers and the Ethics of the Large Language Models in Scholarly Publishing,yes
Contrastive Alignment of Vision to Language Through Parameter-Efficient Transfer Learning,no
Chinese Intermediate English Learners outdid ChatGPT in deep cohesion: Evidence from English narrative writing,no
ChatGPT for Programming Numerical Methods,yes
Multi-modal Prompting for Low-Shot Temporal Action Localization,no
Implicit Neural Representation for Cooperative Low-light Image Enhancement,yes
A Complete Survey on Generative AI (AIGC): Is ChatGPT from GPT-4 to GPT-5 All You Need?,yes
The Open-domain Paradox for Chatbots: Common Ground as the Basis for Human-like Dialogue,yes
Fine-tuning ClimateBert transformer with ClimaText for the disclosure analysis of climate-related financial risks,no
"Large AI Models in Health Informatics: Applications, Challenges, and the Future",no
Sparse-IFT: Sparse Iso-FLOP Transformations for Maximizing Training Efficiency,no
Language Model Behavior: A Comprehensive Survey,yes
"Large Language Models and Simple, Stupid Bugs",yes
Mind meets machine: Unravelling GPT-4's cognitive psychology,no
eP-ALM: Efficient Perceptual Augmentation of Language Models,no
MM-REACT: Prompting ChatGPT for Multimodal Reasoning and Action,no
Reflexion: Language Agents with Verbal Reinforcement Learning,yes
Context-faithful Prompting for Large Language Models,yes
Unit Scaling: Out-of-the-Box Low-Precision Training,no
Capabilities of GPT-4 on Medical Challenge Problems,no
Maximizing Penetration Testing Success with Effective Reconnaissance Techniques using ChatGPT,no
Multimodal Shannon Game with Images,no
SGFormer: Semantic Graph Transformer for Point Cloud-based 3D Scene Graph Generation,no
Hospitalization Length of Stay Prediction using Patient Event Sequences,no
DeID-GPT: Zero-shot Medical Text De-Identification by GPT-4,yes
Neural Implicit Vision-Language Feature Fields,no
On-the-fly Text Retrieval for End-to-End ASR Adaptation,no
"Character, Word, or Both? Revisiting the Segmentation Granularity for Chinese Pre-trained Language Models",no
Retrieving Multimodal Information for Augmented Generation: A Survey,yes
Dynamic Documentation for AI Systems,yes
PanGu-Σ: Towards Trillion Parameter Language Model with Sparse Heterogeneous Computing,no
FedML-HE: An Efficient Homomorphic-Encryption-Based Privacy-Preserving Federated Learning System,no
The Multimodal And Modular Ai Chef: Complex Recipe Generation From Imagery,yes
Bangla Grammatical Error Detection Using T5 Transformer Model,yes
CTRAN: CNN-Transformer-based Network for Natural Language Understanding,no
Lightweight Contrastive Protein Structure-Sequence Transformation,no
Label Name is Mantra: Unifying Point Cloud Segmentation across Heterogeneous Datasets,no
CLIP4MC: An RL-Friendly Vision-Language Model for Minecraft,no
Revisiting the Plastic Surgery Hypothesis via Large Language Models,yes
SPDF: Sparse Pre-training and Dense Fine-tuning for Large Language Models,yes
NoisyHate: Benchmarking Content Moderation Machine Learning Models with Human-Written Perturbations Online,no
A Comprehensive Capability Analysis of GPT-3 and GPT-3.5 Series Models,yes
An Empirical Study of Pre-trained Language Models in Simple Knowledge Graph Question Answering,yes
Practical and Ethical Challenges of Large Language Models in Education: A Systematic Scoping Review,yes
Can AI-Generated Text be Reliably Detected?,yes
Dynamic Update-to-Data Ratio: Minimizing World Model Overfitting,no
She Elicits Requirements and He Tests: Software Engineering Gender Bias in Large Language Models,no
GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models,no
Trained on 100 million words and still in shape: BERT meets British National Corpus,no
GADFormer: An Attention-based Model for Group Anomaly Detection on Trajectories,no
DORIC : Domain Robust Fine-Tuning for Open Intent Clustering through Dependency Parsing,no
CHAMPAGNE: Learning Real-world Conversation from Large-Scale Web Videos,no
TypeT5: Seq2seq Type Inference using Static Analysis,no
HIVE: Harnessing Human Feedback for Instructional Visual Editing,no
Measuring Improvement of F$_1$-Scores in Detection of Self-Admitted Technical Debt,yes
DS-Fusion: Artistic Typography via Discriminated and Stylized Diffusion,yes
Jump to Conclusions: Short-Cutting Transformers With Linear Transformations,no
Logical Implications for Visual Question Answering Consistency,no
Towards the Scalable Evaluation of Cooperativeness in Language Models,no
LLMSecEval: A Dataset of Natural Language Prompts for Security Evaluations,yes
Can Generative Pre-trained Transformers (GPT) Pass Assessments in Higher Education Programming Courses?,yes
SmartBERT: A Promotion of Dynamic Early Exiting Mechanism for Accelerating BERT Inference,no
Block-wise Bit-Compression of Transformer-based Models,no
How well do Large Language Models perform in Arithmetic tasks?,yes
A Short Survey of Viewing Large Language Models in Legal Aspect,yes
Exploring Distributional Shifts in Large Language Models for Code Analysis,yes
Rethinking Model Ensemble in Transfer-based Adversarial Attacks,no
Automatic Geo-alignment of Artwork in Children's Story Books,no
"Translating Radiology Reports into Plain Language using ChatGPT and GPT-4 with Prompt Learning: Promising Results, Limitations, and Potential",yes
ART: Automatic multi-step reasoning and tool-use for large language models,yes
Self-Inspection Method of Unmanned Aerial Vehicles in Power Plants Using Deep Q-Network Reinforcement Learning,no
Automated Interactive Domain-Specific Conversational Agents that Understand Human Dialogs,yes
"MAtch, eXpand and Improve: Unsupervised Finetuning for Zero-Shot Action Recognition with Language Knowledge",no
SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models,yes
GPT-4 Technical Report,no
"Mirror: A Natural Language Interface for Data Querying, Summarization, and Visualization",no
Automated Query Generation for Evidence Collection from Web Search Engines,no
GCRE-GPT: A Generative Model for Comparative Relation Extraction,no
Efficient Uncertainty Estimation with Gaussian Process for Reliable Dialog Response Retrieval,no
"Large Language Model Is Not a Good Few-shot Information Extractor, but a Good Reranker for Hard Samples!",yes
UPRISE: Universal Prompt Retrieval for Improving Zero-Shot Evaluation,yes
A Cross-institutional Evaluation on Breast Cancer Phenotyping NLP Algorithms on Electronic Health Records,yes
ZeroQuant-V2: Exploring Post-training Quantization in LLMs from Comprehensive Study to Low Rank Compensation,yes
ChatGPT or Grammarly? Evaluating ChatGPT on Grammatical Error Correction Benchmark,no
Attention-likelihood relationship in transformers,yes
Chat with the Environment: Interactive Multimodal Perception Using Large Language Models,yes
Clinical Concept and Relation Extraction Using Prompt-based Machine Reading Comprehension,no
Contextualized Medication Information Extraction Using Transformer-based Deep Learning Architectures,yes
NL4Opt Competition: Formulating Optimization Problems Based on Their Natural Language Descriptions,no
MEDBERT.de: A Comprehensive German BERT Model for the Medical Domain,no
How Many Demonstrations Do You Need for In-context Learning?,yes
Do Transformers Parse while Predicting the Masked Word?,yes
Simfluence: Modeling the Influence of Individual Training Examples by Simulating Training Runs,no
Can ChatGPT Replace Traditional KBQA Models? An In-depth Analysis of the Question Answering Performance of the GPT LLM Family,yes
Finding the Needle in a Haystack: Unsupervised Rationale Extraction from Long Text Classifiers,no
A Theory of Emergent In-Context Learning as Implicit Structure Induction,yes
Features matching using natural language processing,no
The Learnability of In-Context Learning,no
Geolocation Predicting of Tweets Using BERT-Based Models,no
Query2doc: Query Expansion with Large Language Models,no
RE-MOVE: An Adaptive Policy Design for Robotic Navigation Tasks in Dynamic Environments via Language-Based Feedback,yes
Exploring ChatGPT's Ability to Rank Content: A Preliminary Study on Consistency with Human Preferences,no
Input-length-shortening and text generation via attention values,yes
Architext: Language-Driven Generative Architecture Design,no
Deep Learning Approach for Classifying the Aggressive Comments on Social Media: Machine Translated Data Vs Real Life Data,no
AMOM: Adaptive Masking over Masking for Conditional Masked Language Model,no
Model-tuning Via Prompts Makes NLP Models Adversarially Robust,no
Transformer-based approaches to Sentiment Detection,no
Analyzing ChatGPT's Aptitude in an Introductory Computer Engineering Course,no
Large Language Models in the Workplace: A Case Study on Prompt Engineering for Job Type Classification,yes
FlexGen: High-Throughput Generative Inference of Large Language Models with a Single GPU,yes
ODIN: On-demand Data Formulation to Mitigate Dataset Lock-in,no
Improving the Diproche CNL through Autoformalization via Large Language Models,no
LUKE-Graph: A Transformer-based Approach with Gated Relational Graph Attention for Cloze-style Reading Comprehension,no
"ChatGPT Asks, BLIP-2 Answers: Automatic Questioning Towards Enriched Visual Descriptions",no
Accommodating Audio Modality in CLIP for Multimodal Processing,no
Predictive Experience Replay for Continual Visual Control and Forecasting,no
A comprehensive evaluation of ChatGPT's zero-shot Text-to-SQL capability,no
Mapping the Design Space of Interactions in Human-AI Text Co-creation Tasks,yes
"ChatGPT Prompt Patterns for Improving Code Quality, Refactoring, Requirements Elicitation, and Software Design",yes
Learning Combinatorial Prompts for Universal Controllable Image Captioning,no
Consistency Analysis of ChatGPT,yes
Who's Thinking? A Push for Human-Centered Evaluation of LLMs using the XAI Playbook,yes
Rewarding Chatbots for Real-World Engagement with Millions of Users,no
Susceptibility to Influence of Large Language Models,yes
A General Recipe for the Analysis of Randomized Multi-Armed Bandit Algorithms,no
ChatGPT as the Transportation Equity Information Source for Scientific Writing,no
Accountable Textual-Visual Chat Learns to Reject Human Instructions in Image Re-creation,no
Open-Ended Medical Visual Question Answering Through Prefix Tuning of Language Models,no
Algorithmic Ghost in the Research Shell: Large Language Models and Academic Knowledge Creation in Management Research,no
Do large language models resemble humans in language use?,yes
Tag2Text: Guiding Vision-Language Model via Image Tagging,no
Iterative Few-shot Semantic Segmentation from Image Label Text,no
Weakly-Supervised HOI Detection from Interaction Labels Only and Language/Vision-Language Priors,yes
Planning with Large Language Models for Code Generation,yes
Personalisation within bounds: A risk taxonomy and policy framework for the alignment of large language models with personalised feedback,yes
Large Language Models (GPT) Struggle to Answer Multiple-Choice Questions about Code,yes
"ChatGPT may Pass the Bar Exam soon, but has a Long Way to Go for the LexGLUE benchmark",no
Seeing ChatGPT Through Students' Eyes: An Analysis of TikTok Data,no
Knowledge-augmented Few-shot Visual Relation Detection,no
Dynamic Stashing Quantization for Efficient Transformer Training,yes
Can a Frozen Pretrained Language Model be used for Zero-shot Neural Retrieval on Entity-centric Questions?,no
ICL-D3IE: In-Context Learning with Diverse Demonstrations Updating for Document Information Extraction,yes
Exploiting Contextual Structure to Generate Useful Auxiliary Tasks,no
Data-Efficient Learning of Natural Language to Linear Temporal Logic Translators for Robot Task Specification,yes
InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning,no
Baldur: Whole-Proof Generation and Repair with Large Language Models,no
The Carbon Emissions of Writing and Illustrating Are Lower for AI than for Humans,no
FaceChat: An Emotion-Aware Face-to-face Dialogue Framework,no
nl2spec: Interactively Translating Unstructured Natural Language to Temporal Logics with Large Language Models,yes
Stealing the Decoding Algorithms of Language Models,yes
"Extending the Pre-Training of BLOOM for Improved Support of Traditional Chinese: Models, Methods and Results",no
Cost-Effective Hyperparameter Optimization for Large Language Model Generation Inference,yes
"Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation Models",no
ChatGPT Participates in a Computer Science Exam,no
A Prompt Log Analysis of Text-to-Image Generation Systems,no
MenuCraft: Interactive Menu System Design with Large Language Models,yes
Automatically Auditing Large Language Models via Discrete Optimization,yes
Does Synthetic Data Generation of LLMs Help Clinical Text Mining?,yes
Can large language models build causal graphs?,yes
A Comprehensive Survey of AI-Generated Content (AIGC): A History of Generative AI from GAN to ChatGPT,no
A Strategy-Oriented Bayesian Soft Actor-Critic Model,no
Gradient-Free Structured Pruning with Unlabeled Data,yes
From Copilot to Pilot: Towards AI Supported Software Development,yes
Exploiting Asymmetry for Synthetic Training Data Generation: SynthIE and the Case of Information Extraction,no
Extracting Accurate Materials Data from Research Papers with Conversational Language Models and Prompt Engineering,yes
Is ChatGPT a Good NLG Evaluator? A Preliminary Study,no
Making a Computational Attorney,no
ChatGPT: Beginning of an End of Manual Linguistic Data Annotation? Use Case of Automatic Genre Identification,yes
Speak Foreign Languages with Your Own Voice: Cross-Lingual Neural Codec Language Modeling,no
The BigScience ROOTS Corpus: A 1.6TB Composite Multilingual Dataset,no
Larger language models do in-context learning differently,yes
Exploring the Feasibility of ChatGPT for Event Extraction,yes
German BERT Model for Legal Named Entity Recognition,no
Sample-efficient Real-time Planning with Curiosity Cross-Entropy Method and Contrastive Learning,no
Zeroth-Order Optimization Meets Human Feedback: Provable Learning via Ranking Oracles,yes
Preparing the Vuk'uzenzele and ZA-gov-multilingual South African multilingual corpora,no
Graph Decision Transformer,no
Classifying Text-Based Conspiracy Tweets related to COVID-19 using Contextualized Word Embeddings,no
Stylometric Detection of AI-Generated Text in Twitter Timelines,yes
CoTEVer: Chain of Thought Prompting Annotation Toolkit for Explanation Verification,yes
ADELT: Transpilation Between Deep Learning Frameworks,no
Large Language Models as Zero-Shot Human Models for Human-Robot Interaction,yes
Two-stage Pipeline for Multilingual Dialect Detection,no
"Can an Embodied Agent Find Your ""Cat-shaped Mug""? LLM-Guided Exploration for Zero-Shot Object Navigation",yes
Spelling convention sensitivity in neural language models,yes
PaLM-E: An Embodied Multimodal Language Model,no
ChatGPT is on the Horizon: Could a Large Language Model be Suitable for Intelligent Traffic Safety Research and Applications?,no
Choice Over Control: How Users Write with Large Language Models using Diegetic and Non-Diegetic Prompting,yes
Video Question Answering Using CLIP-Guided Visual-Text Attention,no
Towards Zero-Shot Functional Compositionality of Language Models,yes
DeCap: Decoding CLIP Latents for Zero-Shot Captioning via Text-Only Training,yes
"xCodeEval: A Large Scale Multilingual Multitask Benchmark for Code Understanding, Generation, Translation and Retrieval",yes
LIDA: A Tool for Automatic Generation of Grammar-Agnostic Visualizations and Infographics using Large Language Models,yes
OpenICL: An Open-Source Framework for In-context Learning,yes
Perspectives on the Social Impacts of Reinforcement Learning with Human Feedback,no
Multitask Prompt Tuning Enables Parameter-Efficient Transfer Learning,no
A Multi-Grained Self-Interpretable Symbolic-Neural Model For Single/Multi-Labeled Text Classification,no
Model-Agnostic Meta-Learning for Natural Language Understanding Tasks in Finance,no
Local Environment Poisoning Attacks on Federated Reinforcement Learning,no
FQP 2.0: Industry Trend Analysis via Hierarchical Financial Data,no
Expectation consistency for calibration of neural networks,no
Prismer: A Vision-Language Model with Multi-Task Experts,no
Could a Large Language Model be Conscious?,yes
FAME-ViL: Multi-Tasking Vision-Language Model for Heterogeneous Fashion Tasks,no
Lon-ea at SemEval-2023 Task 11: A Comparison of Activation Functions for Soft and Hard Label Prediction,no
ConZIC: Controllable Zero-shot Image Captioning by Sampling-Based Polishing,no
The Contribution of Knowledge in Visiolinguistic Learning: A Survey on Tasks and Challenges,yes
MathPrompter: Mathematical Reasoning using Large Language Models,yes
Double A3C: Deep Reinforcement Learning on OpenAI Gym Games,no
TrojText: Test-time Invisible Textual Trojan Insertion,yes
Domain Specific Question Answering Over Knowledge Graphs Using Logical Programming and Large Language Models,yes
Exploring Data Augmentation Methods on Social Media Corpora,no
"Prompt, Generate, then Cache: Cascade of Foundation Models makes Strong Few-shot Learners",no
Pre-trained Model Representations and their Robustness against Noise for Speech Emotion Analysis,no
Will Affective Computing Emerge from Foundation Models and General AI? A First Evaluation on ChatGPT,no
Intelligent O-RAN Traffic Steering for URLLC Through Deep Reinforcement Learning,no
Investigating the Translation Performance of a Large Multilingual Language Model: the Case of BLOOM,yes
Prophet: Prompting Large Language Models with Complementary Answer Heuristics for Knowledge-based Visual Question Answering,yes
Multi label classification of Artificial Intelligence related patents using Modified D2SBERT and Sentence Attention mechanism,no
Early Warning Signals of Social Instabilities in Twitter Data,no
Exploiting Language Relatedness in Machine Translation Through Domain Adaptation Techniques,no
Can ChatGPT-like Generative Models Guarantee Factual Accuracy? On the Mistakes of New Generation Search Engines,yes
Ask and You Shall Receive (a Graph Drawing): Testing ChatGPT's Potential to Apply Graph Layout Algorithms,no
RePreM: Representation Pre-training with Masked Model for Reinforcement Learning,no
Miipher: A Robust Speech Restoration Model Integrating Self-Supervised Speech and Text Representations,no
End-to-End Speech Recognition: A Survey,no
ConTEXTual Net: A Multimodal Vision-Language Model for Segmentation of Pneumothorax,no
Sparse MoE as the New Dropout: Scaling Dense and Self-Slimmable Transformers,yes
Mixture of Soft Prompts for Controllable Data Generation,yes
BenchDirect: A Directed Language Model for Compiler Benchmarks,no
WiCE: Real-World Entailment for Claims in Wikipedia,yes
The Ladder in Chaos: A Simple and Effective Improvement to General DRL Algorithms by Policy Path Trimming and Boosting,no
Population-based Evaluation in Repeated Rock-Paper-Scissors as a Benchmark for Multiagent Reinforcement Learning,no
UZH_CLyp at SemEval-2023 Task 9: Head-First Fine-Tuning and ChatGPT Data Generation for Cross-Lingual Learning in Tweet Intimacy Prediction,no
INO at Factify 2: Structure Coherence based Multi-Modal Fact Verification,no
Can BERT Refrain from Forgetting on Sequential Tasks? A Probing Study,no
Evaluating Parameter-Efficient Transfer Learning Approaches on SURE Benchmark for Speech Understanding,no
AI and the FCI: Can ChatGPT Project an Understanding of Introductory Physics?,no
Adopting the Multi-answer Questioning Task with an Auxiliary Metric for Extreme Multi-label Text Classification Utilizing the Label Hierarchy,no
Image Labels Are All You Need for Coarse Seagrass Segmentation,no
Open-World Object Manipulation using Pre-trained Vision-Language Models,yes
Variance-reduced Clipping for Non-convex Optimization,no
Grounded Decoding: Guiding Text Generation with Grounded Models for Embodied Agents,yes
UDAPDR: Unsupervised Domain Adaptation via LLM Prompting and Distillation of Rerankers,yes
SpeechPrompt v2: Prompt Tuning for Speech Classification Tasks,no
R-U-SURE? Uncertainty-Aware Code Suggestions By Maximizing Utility Across Random User Intents,yes
ToxVis: Enabling Interpretability of Implicit vs. Explicit Toxicity Detection Models with Interactive Visualization,no
N-best T5: Robust ASR Error Correction using Multiple Input Hypotheses and Constrained Decoding Space,no
Succinct Representations for Concepts,no
A Framework for Neurosymbolic Robot Action Planning using Large Language Models,no
Domain-adapted large language models for classifying nuclear medicine reports,yes
Competence-Based Analysis of Language Models,yes
How Robust is GPT-3.5 to Predecessors? A Comprehensive Study on Language Understanding Tasks,yes
Can ChatGPT Assess Human Personalities? A General Evaluation Framework,yes
Almanac: Retrieval-Augmented Language Models for Clinical Medicine,yes
Beyond the limitations of any imaginable mechanism: large language models and psycholinguistics,yes
Automatic Scoring of Dream Reports' Emotional Content with Large Language Models,yes
Investigating the Effectiveness of Task-Agnostic Prefix Prompt for Instruction Following,yes
Large Language Models Are State-of-the-Art Evaluators of Translation Quality,no
Text classification dataset and analysis for Uzbek language,no
Hierarchical Reinforcement Learning in Complex 3D Environments,no
The Choice of Noninformative Priors for Thompson Sampling in Multiparameter Bandit Models,no
GLM-Dialog: Noise-tolerant Pre-training for Knowledge-grounded Dialogue Generation,no
"Information-Restricted Neural Language Models Reveal Different Brain Regions' Sensitivity to Semantics, Syntax and Context",no
BrainBERT: Self-supervised representation learning for intracranial recordings,no
An evaluation of Google Translate for Sanskrit to English translation via sentiment and semantic analysis,no
Zero-Shot Cross-Lingual Summarization via Large Language Models,yes
Weighted Sampling for Masked Language Modeling,no
Reward Design with Language Models,yes
A Language-Guided Benchmark for Weakly Supervised Open Vocabulary Semantic Segmentation,no
Vid2Seq: Large-Scale Pretraining of a Visual Language Model for Dense Video Captioning,no
Language Is Not All You Need: Aligning Perception with Language Models,no
The ROOTS Search Tool: Data Transparency for LLMs,no
Systematic Rectification of Language Models via Dead-end Analysis,yes
LLaMA: Open and Efficient Foundation Language Models,no
Inseq: An Interpretability Toolkit for Sequence Generation Models,no
SpikeGPT: Generative Pre-trained Language Model with Spiking Neural Networks,yes
Fluid Transformers and Creative Analogies: Exploring Large Language Models' Capacity for Augmenting Cross-Domain Analogical Creativity,yes
Argument Mining using BERT and Self-Attention based Embeddings,no
"Let's have a chat! A Conversation with ChatGPT: Technology, Applications, and Limitations",yes
The (ab)use of Open Source Code to Train Large Language Models,yes
Using Auxiliary Tasks In Multimodal Fusion Of Wav2vec 2.0 And BERT For Multimodal Emotion Recognition,no
Duration-aware pause insertion using pre-trained language model for multi-speaker text-to-speech,no
Finding Support Examples for In-Context Learning,no
Elementwise Language Representation,no
Comparing Sentence-Level Suggestions to Message-Level Suggestions in AI-Mediated Communication,no
Efficient Ensemble for Multimodal Punctuation Restoration using Time-Delay Neural Network,no
Towards Human-Bot Collaborative Software Architecting with ChatGPT,yes
Fast Attention Requires Bounded Entries,yes
A Human-Centered Safe Robot Reinforcement Learning Framework with Interactive Behaviors,no
Topic-Selective Graph Network for Topic-Focused Summarization,no
On pitfalls (and advantages) of sophisticated large language models,yes
Human-in-the-Loop Schema Induction,no
Choice Fusion as Knowledge for Zero-Shot Dialogue State Tracking,no
AugGPT: Leveraging ChatGPT for Text Data Augmentation,no
Leveraging Large Language Model and Story-Based Gamification in Intelligent Tutoring System to Scaffold Introductory Programming Courses: A Design-Based Research Study,yes
Robot Behavior-Tree-Based Task Generation with Large Language Models,yes
NoPPA: Non-Parametric Pairwise Attention Random Walk Model for Sentence Representation,no
Automatic Prompt Augmentation and Selection with Chain-of-Thought from Labeled Data,yes
Check Your Facts and Try Again: Improving Large Language Models with External Knowledge and Automated Feedback,yes
HULAT at SemEval-2023 Task 10: Data augmentation for pre-trained transformers applied to the detection of sexism in social media,yes
Spanish Built Factual Freectianary (Spanish-BFF): the first AI-generated free dictionary,yes
Language Models are Few-shot Learners for Prognostic Prediction,yes
Adapting Pre-trained Language Models for Quantum Natural Language Processing,yes
Analyzing And Editing Inner Mechanisms Of Backdoored Language Models,yes
MUX-PLMs: Data Multiplexing for High-throughput Language Models,no
Factual Consistency Oriented Speech Recognition,no
Extracting Victim Counts from Text,yes
"Dr ChatGPT, tell me what I want to hear: How prompt knowledge impacts health answer correctness",yes
CHiLL: Zero-shot Custom Interpretable Feature Extraction from Clinical Notes with Large Language Models,yes
Testing AI performance on less frequent aspects of language reveals insensitivity to underlying meaning,yes
Active Prompting with Chain-of-Thought for Large Language Models,yes
Side Adapter Network for Open-Vocabulary Semantic Segmentation,no
What Makes a Language Easy to Deep-Learn?,yes
Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,yes
UniXGen: A Unified Vision-Language Model for Multi-View Chest X-ray Generation and Report Generation,no
An Independent Evaluation of ChatGPT on Mathematical Word Problems (MWP),yes
Generative Sentiment Transfer via Adaptive Masking,no
Sentence Simplification via Large Language Models,yes
A metric to compare the anatomy variation between image time series,no
Teacher Intervention: Improving Convergence of Quantization Aware Training for Ultra-Low Precision Transformers,no
VLSP2022-EVJVQA Challenge: Multilingual Visual Question Answering,no
Grounding Complex Natural Language Commands for Temporal Tasks in Unseen Environments,yes
Solution for the EPO CodeFest on Green Plastics: Hierarchical multi-label classification of patents relating to green plastics using deep learning,no
How Does In-Context Learning Help Prompt Tuning?,yes
Guiding Large Language Models via Directional Stimulus Prompting,yes
On the Robustness of ChatGPT: An Adversarial and Out-of-distribution Perspective,no
Dish-TS: A General Paradigm for Alleviating Distribution Shift in Time Series Forecasting,no
In-context Example Selection with Influences,yes
$k$NN-Adapter: Efficient Domain Adaptation for Black-Box Language Models,yes
"ChatGPT: Jack of all trades, master of none",yes
Playing the Werewolf game with artificial intelligence for language understanding,no
A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT,yes
Connecting Humanities and Social Sciences: Applying Language and Speech Technology to Online Panel Surveys,no
BadGPT: Exploring Security Vulnerabilities of ChatGPT via Backdoor Attacks to InstructGPT,no
Mask-guided BERT for Few Shot Text Classification,yes
Online Evolutionary Neural Architecture Search for Multivariate Non-Stationary Time Series Forecasting,no
Towards Universal Fake Image Detectors that Generalize Across Generative Models,no
Federated Learning for ASR based on Wav2vec 2.0,no
ChatGPT: A Meta-Analysis after 2.5 Months,no
Large-scale Multi-Modal Pre-trained Models: A Comprehensive Survey,no
Boosting classification reliability of NLP transformer models in the long run,no
Zero-Shot Information Extraction via Chatting with ChatGPT,yes
90% F1 Score in Relational Triple Extraction: Is it Real ?,yes
Can discrete information extraction prompts generalize across language models?,no
ChatGPT for Robotics: Design Principles and Model Abilities,no
STOA-VLP: Spatial-Temporal Modeling of Object and Action for Video-Language Pre-training,no
Emphasizing Unseen Words: New Vocabulary Acquisition for End-to-End Speech Recognition,no
Semantic Uncertainty: Linguistic Invariances for Uncertainty Estimation in Natural Language Generation,yes
Generalization in Visual Reinforcement Learning with the Reward Sequence Distribution,no
Language-Specific Representation of Emotion-Concept Knowledge Causally Supports Emotion Inference,yes
Can ChatGPT Understand Too? A Comparative Study on ChatGPT and Fine-tuned BERT,no
Text Classification in the Wild: a Large-scale Long-tailed Name Normalization Dataset,no
ChatGPT (Feb 13 Version) is a Chinese Room,no
Online Continuous Hyperparameter Optimization for Generalized Linear Contextual Bandits,no
"BBT-Fin: Comprehensive Construction of Chinese Financial Domain Pre-trained Language Model, Corpus and Benchmark",no
A Comprehensive Survey on Pretrained Foundation Models: A History from BERT to ChatGPT,no
BERT is not The Count: Learning to Match Mathematical Statements with Proofs,no
Bag of Tricks for Effective Language Model Pretraining and Downstream Adaptation: A Case Study on GLUE,no
How Good Are GPT Models at Machine Translation? A Comprehensive Evaluation,yes
Approximate Thompson Sampling via Epistemic Neural Networks,no
Bounding the Capabilities of Large Language Models in Open Text Generation with Prompt Constraints,yes
Prompting Large Language Models With the Socratic Method,no
Conveying the Predicted Future to Users: A Case Study of Story Plot Prediction,no
ViTA: A Vision Transformer Inference Accelerator for Edge Applications,no
"Complex QA and language models hybrid architectures, Survey",yes
A Simplistic Model of Neural Scaling Laws: Multiperiodic Santa Fe Processes,no
Privately Customizing Prefinetuning to Better Match User Data in Federated Learning,yes
Combining Generative Artificial Intelligence (AI) and the Internet: Heading towards Evolution or Degradation?,yes
"How Generative AI models such as ChatGPT can be (Mis)Used in SPC Practice, Education, and Research? An Exploratory Study",yes
Entry Separation using a Mixed Visual and Textual Language Model: Application to 19th century French Trade Directories,no
Massively Multilingual Shallow Fusion with Large Language Models,yes
Hate Speech and Offensive Language Detection using an Emotion-aware Shared Encoder,no
GPT4MIA: Utilizing Generative Pre-trained Transformer (GPT-3) as A Plug-and-Play Transductive Model for Medical Image Analysis,no
PAC Prediction Sets for Large Language Models of Code,no
What A Situated Language-Using Agent Must be Able to Do: A Top-Down Analysis,no
Syntactic Structure Processing in the Brain while Listening,no
JEIT: Joint End-to-End Model and Internal Language Model Training for Speech Recognition,no
"For Generated Text, Is NLI-Neutral Text the Best Text?",no
Foundation Models for Natural Language Processing -- Pre-trained Language Models Integrating Media,no
Auditing large language models: a three-layered approach,yes
LEVER: Learning to Verify Language-to-Code Generation with Execution,yes
Marich: A Query-efficient Distributionally Equivalent Model Extraction Attack using Public Data,no
Large Language Models Fail on Trivial Alterations to Theory-of-Mind Tasks,yes
LEALLA: Learning Lightweight Language-agnostic Sentence Embeddings with Knowledge Distillation,yes
Retrieval-augmented Image Captioning,no
Reanalyzing L2 Preposition Learning with Bayesian Mixed Effects and a Pretrained Language Model,no
Learning to Initialize: Can Meta Learning Improve Cross-task Generalization in Prompt Tuning?,no
Do We Still Need Clinical Language Models?,yes
Exploring the Limits of ChatGPT for Query or Aspect-based Text Summarization,no
Fuzzy Knowledge Distillation from High-Order TSK to Low-Order TSK,no
Tree-Based Representation and Generation of Natural and Mathematical Language,yes
Commonsense Reasoning for Conversational AI: A Survey of the State of the Art,yes
Platform-Independent and Curriculum-Oriented Intelligent Assistant for Higher Education,no
Learning Performance-Improving Code Edits,no
Speculative Decoding with Big Little Decoder,yes
Dictionary-based Phrase-level Prompting of Large Language Models for Machine Translation,yes
NL2CMD: An Updated Workflow for Natural Language to Bash Commands Translation,no
A Pilot Evaluation of ChatGPT and DALL-E 2 on Decision Making and Spatial Reasoning,yes
