Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase,Combined_Text
arxiv2024,Benchmarking Hallucination in Large Language Models based on Unanswerable Math Word Problem,Yes.,5,"""However, they are susceptible to producing unreliable conjectures in ambiguous contexts called hallucination.""",2024,2024-03-06T09:06:34Z,"Keyphrase: ""Unreliable hallucination""","""However, they are susceptible to producing unreliable conjectures in ambiguous contexts called hallucination."" Keyphrase: ""Unreliable hallucination"""
arxiv2024,Emotional Manipulation Through Prompt Engineering Amplifies Disinformation Generation in AI Large Language Models,Yes.,4,"""Our findings, based on a corpus of 19,800 synthetic disinformation social media posts, reveal that all LLMs by OpenAI can successfully produce disinformation, and that they effectively respond to emotional prompting, indicating their nuanced understanding of emotional cues in text generation.""",2024,2024-03-06T08:50:25Z,"Keyphrase: ""Limited emotional understanding""","""Our findings, based on a corpus of 19,800 synthetic disinformation social media posts, reveal that all LLMs by OpenAI can successfully produce disinformation, and that they effectively respond to emotional prompting, indicating their nuanced understanding of emotional cues in text generation."" Keyphrase: ""Limited emotional understanding"""
arxiv2024,Towards Efficient and Effective Unlearning of Large Language Models for Recommendation,Yes.,4,"""recommendation unlearning poses new challenges for LLMRec in terms of \textit{inefficiency} and \textit{ineffectiveness}. Existing unlearning methods require updating billions of parameters in LLMRec, which is costly and time-consuming. Besides, they always impact the model utility during the unlearning process.""",2024,2024-03-06T08:31:35Z,"Keyphrase: ""Inefficient unlearning process""","""recommendation unlearning poses new challenges for LLMRec in terms of \textit{inefficiency} and \textit{ineffectiveness}. Existing unlearning methods require updating billions of parameters in LLMRec, which is costly and time-consuming. Besides, they always impact the model utility during the unlearning process."" Keyphrase: ""Inefficient unlearning process"""
arxiv2024,CLongEval: A Chinese Benchmark for Evaluating Long-Context Large Language Models,Yes.,5,"""We also provide in-depth analysis based on the empirical results, trying to shed light on the critical capabilities that present challenges in long-context settings.""",2024,2024-03-06T07:43:43Z,"Keyphrase: ""Challenges in long-context settings""","""We also provide in-depth analysis based on the empirical results, trying to shed light on the critical capabilities that present challenges in long-context settings."" Keyphrase: ""Challenges in long-context settings"""
arxiv2024,Should We Fear Large Language Models? A Structural Analysis of the Human Reasoning System for Elucidating LLM Capabilities and Risks Through the Lens of Heidegger's Philosophy,Yes.,5,"""Our findings reveal that while LLMs possess the capability for Direct Explicative Reasoning and Pseudo Rational Reasoning, they fall short in authentic rational reasoning and have no creative reasoning capabilities,""",2024,2024-03-05T19:40:53Z,"Keyphrase: ""Limited rational reasoning capabilities""","""Our findings reveal that while LLMs possess the capability for Direct Explicative Reasoning and Pseudo Rational Reasoning, they fall short in authentic rational reasoning and have no creative reasoning capabilities,"" Keyphrase: ""Limited rational reasoning capabilities"""
arxiv2024,Alpaca against Vicuna: Using LLMs to Uncover Memorization of LLMs,Yes.,5,"""Our findings show that (1) instruction-tuned models can expose pre-training data as much as their base-models, if not more so, (2) contexts other than the original training data can lead to leakage, and (3) using instructions proposed by other L",2024,2024-03-05T19:32:01Z,"Keyphrase: ""Data leakage and overfitting""","""Our findings show that (1) instruction-tuned models can expose pre-training data as much as their base-models, if not more so, (2) contexts other than the original training data can lead to leakage, and (3) using instructions proposed by other L Keyphrase: ""Data leakage and overfitting"""
arxiv2024,The WMDP Benchmark: Measuring and Reducing Malicious Use With Unlearning,Yes.,4,"""The White House Executive Order on Artificial Intelligence highlights the risks of large language models (LLMs) empowering malicious actors in developing biological, cyber, and chemical weapons."" and ""WMDP serves two roles",2024,2024-03-05T18:59:35Z,"Keyphrase: ""Security risks and misuse""","""The White House Executive Order on Artificial Intelligence highlights the risks of large language models (LLMs) empowering malicious actors in developing biological, cyber, and chemical weapons."" and ""WMDP serves two roles Keyphrase: ""Security risks and misuse"""
arxiv2024,"Angry Men, Sad Women: Large Language Models Reflect Gendered Stereotypes in Emotion Attribution",Yes.,4,"""We find that all models consistently exhibit gendered emotions, influenced by gender stereotypes."" and ""The reproduction of emotion stereotypes in LLMs allows us to use those models to study the topic in detail, but raises questions about the predictive use of those same LLMs for emotion applications.""",2024,2024-03-05T17:04:05Z,"Keyphrase: ""Gendered emotion stereotypes""","""We find that all models consistently exhibit gendered emotions, influenced by gender stereotypes."" and ""The reproduction of emotion stereotypes in LLMs allows us to use those models to study the topic in detail, but raises questions about the predictive use of those same LLMs for emotion applications."" Keyphrase: ""Gendered emotion stereotypes"""
arxiv2024,KnowAgent: Knowledge-Augmented Planning for LLM-Based Agents,Yes.,5,"""Large Language Models (LLMs) have demonstrated great potential in complex reasoning tasks, yet they fall short when tackling more sophisticated challenges, especially when interacting with environments through generating executable actions. This inadequacy primarily stems from the lack of built-in action knowledge in language agents, which fails to effectively guide the planning trajectories",2024,2024-03-05T16:39:12Z,"Keyphrase: ""Lack of actionable knowledge""","""Large Language Models (LLMs) have demonstrated great potential in complex reasoning tasks, yet they fall short when tackling more sophisticated challenges, especially when interacting with environments through generating executable actions. This inadequacy primarily stems from the lack of built-in action knowledge in language agents, which fails to effectively guide the planning trajectories Keyphrase: ""Lack of actionable knowledge"""
arxiv2024,Knowledge Graphs as Context Sources for LLM-Based Explanations of Learning Recommendations,Yes.,4,"""However, their precision is still far away from acceptable in a sensitive field like education."" and ""reducing the risk of model hallucinations, and safeguarding against wrong or imprecise information, while maintaining an application-intended learning context.""",2024,2024-03-05T14:41:12Z,"Keyphrase: ""Risk of hallucination and imprecise information""","""However, their precision is still far away from acceptable in a sensitive field like education."" and ""reducing the risk of model hallucinations, and safeguarding against wrong or imprecise information, while maintaining an application-intended learning context."" Keyphrase: ""Risk of hallucination and imprecise information"""
arxiv2024,ImgTrojan: Jailbreaking Vision-Language Models with ONE Image,Yes.,4,"""However, the safety issues of their integration with a vision module, or vision language models (VLMs), remain relatively underexplored.""",2024,2024-03-05T12:21:57Z,"Keyphrase: ""Underexplored safety concerns""","""However, the safety issues of their integration with a vision module, or vision language models (VLMs), remain relatively underexplored."" Keyphrase: ""Underexplored safety concerns"""
arxiv2024,In Search of Truth: An Interrogation Approach to Hallucination Detection,Yes.,5,"""One critical factor hindering their widespread adoption is the occurrence of hallucinations, where LLMs invent answers that sound realistic, yet drift away from factual truth.""",2024,2024-03-05T11:50:01Z,"Keyphrase: ""Factual truth drift""","""One critical factor hindering their widespread adoption is the occurrence of hallucinations, where LLMs invent answers that sound realistic, yet drift away from factual truth."" Keyphrase: ""Factual truth drift"""
arxiv2024,An Empirical Study of LLM-as-a-Judge for LLM Evaluation: Fine-tuned Judge Models are Task-specific Classifiers,Yes.,4,"""their generalizability and fairness severely underperform GPT4.""",2024,2024-03-05T10:20:52Z,"Keyphrase: ""Poor generalizability and fairness""","""their generalizability and fairness severely underperform GPT4."" Keyphrase: ""Poor generalizability and fairness"""
arxiv2024,EasyQuant: An Efficient Data-free Quantization Algorithm for LLMs,Yes.,5,"""However, their expensive computations and high memory requirements are prohibitive for deployment."" and ""the quantized model was calibrated using few samples from the training data, which might affect the generalization of the quantized LLMs to unknown cases and tasks.""",2024,2024-03-05T08:45:30Z,"Keyphrase: ""High resource requirements""","""However, their expensive computations and high memory requirements are prohibitive for deployment."" and ""the quantized model was calibrated using few samples from the training data, which might affect the generalization of the quantized LLMs to unknown cases and tasks."" Keyphrase: ""High resource requirements"""
arxiv2024,"Towards Measuring and Modeling ""Culture"" in LLMs: A Survey",Yes.,4,"""Our analysis indicates that only certain aspects of 'culture,' such as values and objectives, have been studied, leaving several other interesting and important facets, especially the multitude of semantic domains (Thompson et al., 2020) and aboutness (Hershcovich et al., 2022), unexplored. Two other crucial gaps are the lack of robustness and situated",2024,2024-03-05T08:29:36Z,"Keyphrase: ""Lack of robustness in semantic understanding""","""Our analysis indicates that only certain aspects of 'culture,' such as values and objectives, have been studied, leaving several other interesting and important facets, especially the multitude of semantic domains (Thompson et al., 2020) and aboutness (Hershcovich et al., 2022), unexplored. Two other crucial gaps are the lack of robustness and situated Keyphrase: ""Lack of robustness in semantic understanding"""
arxiv2024,Role Prompting Guided Domain Adaptation with General Capability Preserve for Large Language Models,Yes.,5,"""when tailored to specific domains, LLMs tend to experience catastrophic forgetting, compromising their general capabilities and leading to a suboptimal user experience. Additionally, crafting a versatile model for multiple domains simultaneously often results in a decline in overall performance due to confusion between domains.""",2024,2024-03-05T08:22:41Z,"Keyphrase: ""Catastrophic forgetting in specific domains""","""when tailored to specific domains, LLMs tend to experience catastrophic forgetting, compromising their general capabilities and leading to a suboptimal user experience. Additionally, crafting a versatile model for multiple domains simultaneously often results in a decline in overall performance due to confusion between domains."" Keyphrase: ""Catastrophic forgetting in specific domains"""
arxiv2024,Causal Prompting: Debiasing Large Language Model Prompting based on Front-Door Adjustment,Yes.,4,"""they still face challenges of various biases"" and ""Traditional debiasing methods primarily focus on the model training stage, including data augmentation-based and reweight-based approaches, with the limitations of addressing the complex biases of LLMs.""",2024,2024-03-05T07:47:34Z,"Keyphrase: ""Limited traditional debiasing methods""","""they still face challenges of various biases"" and ""Traditional debiasing methods primarily focus on the model training stage, including data augmentation-based and reweight-based approaches, with the limitations of addressing the complex biases of LLMs."" Keyphrase: ""Limited traditional debiasing methods"""
arxiv2024,Crossing Linguistic Horizons: Finetuning and Comprehensive Evaluation of Vietnamese Large Language Models,Yes.,4,"""available open-sourced LLMs exhibit limited effectiveness in processing Vietnamese,"" and ""models with more parameters can introduce more biases and uncalibrated outputs.""",2024,2024-03-05T07:13:28Z,"Keyphrase: ""Bias and uncalibrated output""","""available open-sourced LLMs exhibit limited effectiveness in processing Vietnamese,"" and ""models with more parameters can introduce more biases and uncalibrated outputs."" Keyphrase: ""Bias and uncalibrated output"""
arxiv2024,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Yes.,5,"""Our findings raise questions about the widespread deployment of LLM Agents.""",2024,2024-03-05T06:21:45Z,"Keyphrase: ""Concerns about deployment""","""Our findings raise questions about the widespread deployment of LLM Agents."" Keyphrase: ""Concerns about deployment"""
arxiv2024,Found in the Middle: How Language Models Use Long Contexts Better via Plug-and-Play Positional Encoding,Yes.,5,"""the persistent difficulty faced by most LLMs in identifying relevant information situated in the middle of the context has not been adequately tackled.""",2024,2024-03-05T04:58:37Z,"Keyphrase: ""Difficulty in context understanding""","""the persistent difficulty faced by most LLMs in identifying relevant information situated in the middle of the context has not been adequately tackled."" Keyphrase: ""Difficulty in context understanding"""
arxiv2024,Exploring the Limitations of Large Language Models in Compositional Relation Reasoning,Yes.,5,"""We present a comprehensive evaluation of large language models (LLMs)' ability to reason about composition relations through a benchmark encompassing 1,500 test cases in English, designed to cover six distinct types of composition relations.""",2024,2024-03-05T03:07:10Z,"Keyphrase: ""Limited reasoning ability""","""We present a comprehensive evaluation of large language models (LLMs)' ability to reason about composition relations through a benchmark encompassing 1,500 test cases in English, designed to cover six distinct types of composition relations."" Keyphrase: ""Limited reasoning ability"""
arxiv2024,"Balancing Enhancement, Harmlessness, and General Capabilities: Enhancing Conversational LLMs with Direct RLHF",Yes.,5,"""a concerning trend has emerged, showing that many new base LLMs experience a knowledge reduction in their foundational capabilities following Supervised Fine-Tuning (SFT). This process often leads to issues such as forgetting or a decrease in the base model's abilities. Moreover, fine-tuned models struggle to align with user preferences, inadvertently increasing the generation of toxic outputs when specifically prompted.""",2024,2024-03-04T22:02:12Z,"Keyphrase: ""Knowledge reduction and forgetting""","""a concerning trend has emerged, showing that many new base LLMs experience a knowledge reduction in their foundational capabilities following Supervised Fine-Tuning (SFT). This process often leads to issues such as forgetting or a decrease in the base model's abilities. Moreover, fine-tuned models struggle to align with user preferences, inadvertently increasing the generation of toxic outputs when specifically prompted."" Keyphrase: ""Knowledge reduction and forgetting"""
arxiv2024,SPUQ: Perturbation-Based Uncertainty Quantification for Large Language Models,Yes.,5,"""However, a pressing challenge is their tendency to make confidently wrong predictions, highlighting the critical need for uncertainty quantification (UQ) in LLMs.""",2024,2024-03-04T21:55:22Z,"Keyphrase: ""Confidently wrong predictions""","""However, a pressing challenge is their tendency to make confidently wrong predictions, highlighting the critical need for uncertainty quantification (UQ) in LLMs."" Keyphrase: ""Confidently wrong predictions"""
arxiv2024,Are More LLM Calls All You Need? Towards Scaling Laws of Compound Inference Systems,Yes.,5,"""We find empirically that across multiple language tasks, surprisingly, Voting Inference Systems' performance first increases but then decreases as a function of the number of LLM calls.""",2024,2024-03-04T19:12:48Z,"Keyphrase: ""Inconsistent performance with voting inference""","""We find empirically that across multiple language tasks, surprisingly, Voting Inference Systems' performance first increases but then decreases as a function of the number of LLM calls."" Keyphrase: ""Inconsistent performance with voting inference"""
arxiv2024,FENICE: Factuality Evaluation of summarization based on Natural language Inference and Claim Extraction,Yes.,4,"""a notable challenge persists as a substantial number of automatically-generated summaries exhibit factual inconsistencies, such as hallucinations"" and ""these newly-introduced metrics face several limitations, including lack of interpretability, focus on short document summaries (e.g., news articles),",2024,2024-03-04T17:57:18Z,"Keyphrase: ""Factual inconsistency and lack of interpretability""","""a notable challenge persists as a substantial number of automatically-generated summaries exhibit factual inconsistencies, such as hallucinations"" and ""these newly-introduced metrics face several limitations, including lack of interpretability, focus on short document summaries (e.g., news articles), Keyphrase: ""Factual inconsistency and lack of interpretability"""
arxiv2024,Birbal: An efficient 7B instruct-model fine-tuned with curated datasets,Yes.,4,"""LLMOps incur significant costs due to hardware requirements, hindering their widespread accessibility. Additionally, a lack of transparency in model training methods and data contributes to the majority of models being non-reproducible.""",2024,2024-03-04T17:34:46Z,"Keyphrase: ""High cost and lack of transparency""","""LLMOps incur significant costs due to hardware requirements, hindering their widespread accessibility. Additionally, a lack of transparency in model training methods and data contributes to the majority of models being non-reproducible."" Keyphrase: ""High cost and lack of transparency"""
arxiv2024,PHAnToM: Personality Has An Effect on Theory-of-Mind Reasoning in Large Language Models,Yes.,4,"""Despite this progress, LLMs are still inadequate at social-cognitive reasoning, which humans are naturally good at."" and ""our research highlights the need for caution, as models that adopt specific personas with personalities potentially also alter their reasoning abilities in an unexpected manner.""",2024,2024-03-04T17:34:34Z,"Keyphrase: ""Limited socialcognitive reasoning""","""Despite this progress, LLMs are still inadequate at social-cognitive reasoning, which humans are naturally good at."" and ""our research highlights the need for caution, as models that adopt specific personas with personalities potentially also alter their reasoning abilities in an unexpected manner."" Keyphrase: ""Limited socialcognitive reasoning"""
arxiv2024,Cognition is All You Need -- The Next Layer of AI Above Large Language Models,Yes.,5,"""Recent studies of the applications of conversational AI tools, such as chatbots powered by large language models, to complex real-world knowledge work have shown limitations related to reasoning and multi-step problem solving."" and ""The failure of these systems to address complex knowledge work is due to the fact that they",2024,2024-03-04T16:11:57Z,"Keyphrase: ""Limited reasoning and problem-solving capabilities""","""Recent studies of the applications of conversational AI tools, such as chatbots powered by large language models, to complex real-world knowledge work have shown limitations related to reasoning and multi-step problem solving."" and ""The failure of these systems to address complex knowledge work is due to the fact that they Keyphrase: ""Limited reasoning and problem-solving capabilities"""
arxiv2024,Breaking the Language Barrier: Can Direct Inference Outperform Pre-Translation in Multilingual LLM Applications?,Yes.,4,"""inherent biases stemming from predominantly English-centric pre-training have led to the widespread practice of pre-translation, i.e., translating non-English inputs to English before inference, leading to complexity and information loss.""",2024,2024-03-04T14:01:11Z,"Keyphrase: ""English-centric bias and information loss""","""inherent biases stemming from predominantly English-centric pre-training have led to the widespread practice of pre-translation, i.e., translating non-English inputs to English before inference, leading to complexity and information loss."" Keyphrase: ""English-centric bias and information loss"""
arxiv2024,Large Language Model-Based Evolutionary Optimizer: Reasoning with elitism,Yes.,4,"""While LLMs yield comparable results to state-of-the-art methods, their imaginative nature and propensity to hallucinate demand careful handling. We provide practical guidelines for obtaining reliable answers from LLMs and discuss method limitations and potential research directions.""",2024,2024-03-04T13:57:37Z,"Keyphrase: ""Hallucination propensity""","""While LLMs yield comparable results to state-of-the-art methods, their imaginative nature and propensity to hallucinate demand careful handling. We provide practical guidelines for obtaining reliable answers from LLMs and discuss method limitations and potential research directions."" Keyphrase: ""Hallucination propensity"""
arxiv2024,Analyzing and Adapting Large Language Models for Few-Shot Multilingual NLU: Are We There Yet?,Yes.,4,"""we analyse the impact of target language adaptation of pretrained LLMs and find that the standard adaptation approaches can (superficially) improve target language generation capabilities, but language understanding elicited through ICL does not improve and remains limited, with low scores especially for low-resource languages.""",2024,2024-03-04T10:48:13Z,"Keyphrase: ""Limited improvement in low-resource language adaptation""","""we analyse the impact of target language adaptation of pretrained LLMs and find that the standard adaptation approaches can (superficially) improve target language generation capabilities, but language understanding elicited through ICL does not improve and remains limited, with low scores especially for low-resource languages."" Keyphrase: ""Limited improvement in low-resource language adaptation"""
arxiv2024,WebCiteS: Attributed Query-Focused Summarization on Chinese Web Search Results with Citations,Yes.,5,"""existing datasets and evaluation methods in this domain still exhibit notable limitations"" and ""highlights the challenge LLMs face in correctly citing sources, underscoring the necessity for further improvement.""",2024,2024-03-04T07:06:41Z,"Keyphrase: ""Source attribution challenges""","""existing datasets and evaluation methods in this domain still exhibit notable limitations"" and ""highlights the challenge LLMs face in correctly citing sources, underscoring the necessity for further improvement."" Keyphrase: ""Source attribution challenges"""
arxiv2024,How Multimodal Integration Boost the Performance of LLM for Optimization: Case Study on Capacitated Vehicle Routing Problems,Yes.,5,"""a predominant limitation of existing LLM-based optimization methods is their struggle to capture the relationships among decision variables when relying exclusively on numerical text prompts, especially in high-dimensional problems.""",2024,2024-03-04T06:24:21Z,"Keyphrase: ""Struggle with capturing relationships among decision variables""","""a predominant limitation of existing LLM-based optimization methods is their struggle to capture the relationships among decision variables when relying exclusively on numerical text prompts, especially in high-dimensional problems."" Keyphrase: ""Struggle with capturing relationships among decision variables"""
arxiv2024,SERVAL: Synergy Learning between Vertical Models and LLMs towards Oracle-Level Zero-shot Medical Prediction,Yes.,4,"""LLMs' application on domain-specific vertical questions still lags behind, primarily due to the humiliation problems and deficiencies in vertical knowledge.""",2024,2024-03-03T17:35:52Z,"Keyphrase: ""Deficiency in vertical knowledge""","""LLMs' application on domain-specific vertical questions still lags behind, primarily due to the humiliation problems and deficiencies in vertical knowledge."" Keyphrase: ""Deficiency in vertical knowledge"""
arxiv2024,In-Context Sharpness as Alerts: An Inner Representation Perspective for Hallucination Mitigation,Yes.,5,"""Large language models (LLMs) frequently hallucinate and produce factual errors, yet our understanding of why they make these errors remains limited.""",2024,2024-03-03T15:53:41Z,"Keyphrase: ""Frequent hallucinations and factual errors""","""Large language models (LLMs) frequently hallucinate and produce factual errors, yet our understanding of why they make these errors remains limited."" Keyphrase: ""Frequent hallucinations and factual errors"""
arxiv2024,Ever-Evolving Memory by Blending and Refining the Past,Yes.,5,"""current large language models often lack this capability, leading to instances of missing important user information or redundantly asking for the same information, thereby diminishing conversation quality.""",2024,2024-03-03T08:12:59Z,"Keyphrase: ""Lack of conversational capability""","""current large language models often lack this capability, leading to instances of missing important user information or redundantly asking for the same information, thereby diminishing conversation quality."" Keyphrase: ""Lack of conversational capability"""
arxiv2024,Fine Tuning vs. Retrieval Augmented Generation for Less Popular Knowledge,Yes.,5,"""However, it has been observed that the performance diminishes when dealing with less-popular or low-frequency concepts and entities, for example in domain specific applications.""",2024,2024-03-03T08:07:55Z,"Keyphrase: ""Struggles with low-frequency concepts""","""However, it has been observed that the performance diminishes when dealing with less-popular or low-frequency concepts and entities, for example in domain specific applications."" Keyphrase: ""Struggles with low-frequency concepts"""
arxiv2024,CR-LT-KGQA: A Knowledge Graph Question Answering Dataset Requiring Commonsense Reasoning and Long-Tail Knowledge,Yes.,5,"""existing KGQA datasets focus on popular entities for which large language models (LLMs) can directly answer without hallucinating and without leveraging the KG"" and ""baseline evaluation of LLMs on CR-LT KGQA demonstrate a high rate of",2024,2024-03-03T04:47:01Z,"Keyphrase: ""Limited knowledge grounding""","""existing KGQA datasets focus on popular entities for which large language models (LLMs) can directly answer without hallucinating and without leveraging the KG"" and ""baseline evaluation of LLMs on CR-LT KGQA demonstrate a high rate of Keyphrase: ""Limited knowledge grounding"""
arxiv2024,Right for Right Reasons: Large Language Models for Verifiable Commonsense Knowledge Graph Question Answering,Yes.,4,"""existing LLM-based methods for KGQA struggle with hallucination on such questions, especially on queries targeting long-tail entities (e.g., non-mainstream and recent entities), thus hindering their applicability in real-world applications especially since their reasoning processes are not easily verifiable.""",2024,2024-03-03T04:22:13Z,"Keyphrase: ""Hallucination in KGQA""","""existing LLM-based methods for KGQA struggle with hallucination on such questions, especially on queries targeting long-tail entities (e.g., non-mainstream and recent entities), thus hindering their applicability in real-world applications especially since their reasoning processes are not easily verifiable."" Keyphrase: ""Hallucination in KGQA"""
arxiv2024,Analysis of Privacy Leakage in Federated Large Language Models,Yes.,5,"""revealing substantial privacy vulnerabilities in popular LLMs, including BERT, RoBERTa, DistilBERT, and OpenAI's GPTs, across multiple real-world language datasets.""",2024,2024-03-02T20:25:38Z,"Keyphrase: ""Privacy vulnerabilities""","""revealing substantial privacy vulnerabilities in popular LLMs, including BERT, RoBERTa, DistilBERT, and OpenAI's GPTs, across multiple real-world language datasets."" Keyphrase: ""Privacy vulnerabilities"""
arxiv2024,Mitigating Catastrophic Forgetting in Large Language Models with Self-Synthesized Rehearsal,Yes.,5,"""Large language models (LLMs) suffer from catastrophic forgetting during continual learning.""",2024,2024-03-02T16:11:23Z,"Keyphrase: ""Catastrophic forgetting""","""Large language models (LLMs) suffer from catastrophic forgetting during continual learning."" Keyphrase: ""Catastrophic forgetting"""
arxiv2024,RAGged Edges: The Double-Edged Sword of Retrieval-Augmented Chatbots,Yes.,5,"""However, their tendency to hallucinate -- generate plausible but false information -- poses a significant challenge."" and ""These findings highlight the complex nature of hallucinations and the need for more robust solutions to ensure LLM reliability in real-world applications.""",2024,2024-03-02T12:19:04Z,"Keyphrase: ""Generation of false information""","""However, their tendency to hallucinate -- generate plausible but false information -- poses a significant challenge."" and ""These findings highlight the complex nature of hallucinations and the need for more robust solutions to ensure LLM reliability in real-world applications."" Keyphrase: ""Generation of false information"""
arxiv2024,"A Survey of AI-generated Text Forensic Systems: Detection, Attribution, and Characterization",Yes.,4,"""While these LLMs have revolutionized text generation across various domains, they also pose significant risks to the information ecosystem, such as the potential for generating convincing propaganda, misinformation, and disinformation at scale.""",2024,2024-03-02T09:39:13Z,"Keyphrase: ""Risk of misinformation proliferation""","""While these LLMs have revolutionized text generation across various domains, they also pose significant risks to the information ecosystem, such as the potential for generating convincing propaganda, misinformation, and disinformation at scale."" Keyphrase: ""Risk of misinformation proliferation"""
arxiv2024,Reading Subtext: Evaluating Large Language Models on Short Story Summarization with Writers,Yes.,5,"""We find that all three models make faithfulness mistakes in over 50% of summaries and struggle to interpret difficult subtext.""",2024,2024-03-02T01:52:14Z,"Keyphrase: ""Faithfulness mistakes""","""We find that all three models make faithfulness mistakes in over 50% of summaries and struggle to interpret difficult subtext."" Keyphrase: ""Faithfulness mistakes"""
arxiv2024,Attribute Structuring Improves LLM-Based Evaluation of Clinical Text Summaries,Yes.,4,"""Large language models (LLMs) have shown the potential to generate accurate clinical text summaries, but still struggle with issues regarding grounding and evaluation, especially in safety-critical domains such as health.""",2024,2024-03-01T21:59:03Z,"Keyphrase: ""Lack of grounding in safety-critical domains""","""Large language models (LLMs) have shown the potential to generate accurate clinical text summaries, but still struggle with issues regarding grounding and evaluation, especially in safety-critical domains such as health."" Keyphrase: ""Lack of grounding in safety-critical domains"""
arxiv2024,Predictions from language models for multiple-choice tasks are not robust under variation of scoring methods,Yes.,5,"""we find that LLM predictions are not robust under variation of method choice, both within a single LLM and across different LLMs.""",2024,2024-03-01T21:48:08Z,"Keyphrase: ""Lack of robustness in predictions""","""we find that LLM predictions are not robust under variation of method choice, both within a single LLM and across different LLMs."" Keyphrase: ""Lack of robustness in predictions"""
arxiv2024,MALTO at SemEval-2024 Task 6: Leveraging Synthetic Data for LLM Hallucination Detection,Yes.,5,"""contemporary Large Language Models (LLMs) face several challenges, such as generating fluent yet inaccurate outputs and reliance on fluency-centric metrics. This often leads to neural networks exhibiting 'hallucinations'.""",2024,2024-03-01T20:31:10Z,"Keyphrase: ""Fluent yet inaccurate output""","""contemporary Large Language Models (LLMs) face several challenges, such as generating fluent yet inaccurate outputs and reliance on fluency-centric metrics. This often leads to neural networks exhibiting 'hallucinations'."" Keyphrase: ""Fluent yet inaccurate output"""
arxiv2024,Mitigating Reversal Curse in Large Language Models via Semantic-aware Permutation Training,Yes.,5,"""recent studies showcase that causal LLMs suffer from the 'reversal curse'. It is a typical example that the model knows 'A's father is B', but is unable to reason 'B's child is A'. This limitation poses a challenge to the advancement of artificial general intelligence (AGI), as it suggests a gap in the models' ability to comprehend and apply bidirectional",2024,2024-03-01T18:55:20Z,"Keyphrase: ""Limited causal reasoning""","""recent studies showcase that causal LLMs suffer from the 'reversal curse'. It is a typical example that the model knows 'A's father is B', but is unable to reason 'B's child is A'. This limitation poses a challenge to the advancement of artificial general intelligence (AGI), as it suggests a gap in the models' ability to comprehend and apply bidirectional Keyphrase: ""Limited causal reasoning"""
arxiv2024,Playing NetHack with LLMs: Potential & Limitations as Zero-Shot Agents,Yes.,5,"""However, these agents are primarily evaluated on Minecraft, where long-term planning is relatively straightforward. In contrast, agents tested in dynamic robot environments face limitations due to simplistic environments with only a few objects and interactions."" and ""While NetPlay demonstrates considerable flexibility and proficiency in interacting with NetHack's mechanics, it struggles with ambiguous task descriptions and a lack of explicit feedback.""",2024,2024-03-01T17:22:16Z,"Keyphrase: ""Limited adaptability to dynamic environments""","""However, these agents are primarily evaluated on Minecraft, where long-term planning is relatively straightforward. In contrast, agents tested in dynamic robot environments face limitations due to simplistic environments with only a few objects and interactions."" and ""While NetPlay demonstrates considerable flexibility and proficiency in interacting with NetHack's mechanics, it struggles with ambiguous task descriptions and a lack of explicit feedback."" Keyphrase: ""Limited adaptability to dynamic environments"""
arxiv2024,DiaHalu: A Dialogue-level Hallucination Evaluation Benchmark for Large Language Models,Yes.,4,"""Since large language models (LLMs) achieve significant success in recent years, the hallucination issue remains a challenge,"" and ""many merely focus on the factuality hallucination while ignoring the faithfulness hallucination.""",2024,2024-03-01T15:38:55Z,"Keyphrase: ""Hallucination issue""","""Since large language models (LLMs) achieve significant success in recent years, the hallucination issue remains a challenge,"" and ""many merely focus on the factuality hallucination while ignoring the faithfulness hallucination."" Keyphrase: ""Hallucination issue"""
arxiv2024,TempCompass: Do Video LLMs Really Understand Videos?,Yes.,5,"""reveal the discerning fact that these models exhibit notably poor temporal perception ability.""",2024,2024-03-01T12:02:19Z,"Keyphrase: ""Poor temporal perception""","""reveal the discerning fact that these models exhibit notably poor temporal perception ability."" Keyphrase: ""Poor temporal perception"""
arxiv2024,Private Benchmarking to Prevent Contamination and Improve Comparative Evaluation of LLMs,Yes.,5,"""the majority of the open source benchmarks available today have been contaminated or leaked into LLMs, meaning that LLMs have access to test data during pretraining and/or fine-tuning. This raises serious concerns about the validity of benchmarking studies conducted so far and the future of evaluation using benchmarks.""",2024,2024-03-01T09:28:38Z,"Keyphrase: ""Contaminated benchmark data""","""the majority of the open source benchmarks available today have been contaminated or leaked into LLMs, meaning that LLMs have access to test data during pretraining and/or fine-tuning. This raises serious concerns about the validity of benchmarking studies conducted so far and the future of evaluation using benchmarks."" Keyphrase: ""Contaminated benchmark data"""
